"","V1","V2","V3","V4","V5","V6","V7"
"1",10,0.5,0.7,0.4,0.5,0.08,0.37
"2",10,0.5,0.7,0.4,0.5,0.08,0.37
"3",10,0.5,0.7,0.4,0.5,0.08,0.37
"4",10.0073368361767,0.493997011009978,0.699321107121572,0.383598548077841,0.493289012113486,0.0780039535953442,0.37000766055411
"5",9.94543410559043,0.491872746250133,0.700822526916274,0.391478035538647,0.488387582526086,0.105154692880765,0.370000299118659
"6",9.91440558683023,0.485875089807691,0.703705812153909,0.413312576383185,0.472656010097072,0.0954271990518495,0.369980900896204
"7",9.91440558683023,0.485875089807691,0.703705812153909,0.413312576383185,0.472656010097072,0.0954271990518495,0.369980900896204
"8",9.87572880327818,0.488193131101007,0.699858834313377,0.426132409584705,0.469852101564799,0.0895720584712018,0.369960576776338
"9",9.87572880327818,0.488193131101007,0.699858834313377,0.426132409584705,0.469852101564799,0.0895720584712018,0.369960576776338
"10",9.87572880327818,0.488193131101007,0.699858834313377,0.426132409584705,0.469852101564799,0.0895720584712018,0.369960576776338
"11",9.83548604766651,0.490004666973432,0.698085942885072,0.458541704147258,0.469928727934839,0.0851906565007188,0.369954887618727
"12",9.83548604766651,0.490004666973432,0.698085942885072,0.458541704147258,0.469928727934839,0.0851906565007188,0.369954887618727
"13",9.83548604766651,0.490004666973432,0.698085942885072,0.458541704147258,0.469928727934839,0.0851906565007188,0.369954887618727
"14",9.7453760498638,0.488435200857879,0.700226474164867,0.439866367933811,0.481473468583434,0.0779201539156836,0.369950090683783
"15",9.7453760498638,0.488435200857879,0.700226474164867,0.439866367933811,0.481473468583434,0.0779201539156836,0.369950090683783
"16",9.7453760498638,0.488435200857879,0.700226474164867,0.439866367933811,0.481473468583434,0.0779201539156836,0.369950090683783
"17",9.7453760498638,0.488435200857879,0.700226474164867,0.439866367933811,0.481473468583434,0.0779201539156836,0.369950090683783
"18",9.72336960225714,0.487232004203986,0.69936755338269,0.453808661842008,0.459116544290287,0.053096214481884,0.369947551775922
"19",9.71276427989049,0.486242147450322,0.697395664174462,0.432029739023859,0.445392785153488,0.079218276994262,0.369938300570043
"20",9.61380267378905,0.487843294293445,0.696927614859369,0.423369613843582,0.436124144909711,0.0724506011924166,0.369927936433086
"21",9.61380267378905,0.487843294293445,0.696927614859369,0.423369613843582,0.436124144909711,0.0724506011924166,0.369927936433086
"22",9.61380267378905,0.487843294293445,0.696927614859369,0.423369613843582,0.436124144909711,0.0724506011924166,0.369927936433086
